Source	IslandID	TaxonOrig	GenusL69	SpeciesL69	SubspL69	SpeciesID	SubspID	Sex	Plumage	BodyL	WingL	TailL	BeakW	BeakH	LBeakL	UBeakL	N-UBkL	TarsusL	MToeL
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	P. black		66			8.1		13.9	9.7		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	P. black		63					12.8	9		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	P. black		61			7.5		12.9	8.5		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Juv.		64			8.3		13.4	9.8		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Juv.		62			8		13.9	9.7		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Juv.							14.3	10.1		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			59			7.8		13.2	9.4		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			59						9.1		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			58			7.6		13.4	9.7		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			58			7.5		12.4	8.5		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			7.8		13.2	9.2		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			62			7.9		14.1	10		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			59					12.7	9.2		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			7.8		12.7	9.3		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			7.4		13.2	9.2		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			7.5		12.6	8.3		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61					12.9	9		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			7.1		13.1	9.1		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			8.1		13	9.2		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F						7.3		12.9	9		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			7.6		12.8	8.9		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			8.1		12.3	8.3		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			8		13.9	9.9		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			7.8		12.8	8.4		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			8.1		13.1	9		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			62			8.1		13.6	9.4		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			7.3		13.3	9.6		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			61			7.6		13.5	9.4		
Lack CAS	Gnov_Twr	Geospiza acutirostris	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			64			8.1		13.2	8.9		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		62			8.5		13.9	9.5		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		63			8		14.6	10.2		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		61			8.7		14	9.6		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		62			8.3		14.2	9.5		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		62			8.9		14.6	9.9		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		63			8.8		14.7	9.8		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		63			8.7		14.5	9.6		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		62			8.5		14.7	10		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		63			8.5		14.1	9.4		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Black		64			9		14.4	9.5		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	P. black		62			8.4		14.6	9.9		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	P. black		63					14.2	9.8		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Juv.		62			8.6		14.4	10.1		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	M	Juv.		62			8.2		13.3	9		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			8.8		14.4	9.8		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60			8.5		14.5	10.1		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			60								
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			63			8.6		14.9	9.6		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			62			8.6		13.8	9.4		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			59			8.2		13.6	9.2		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			62					14.1	9.4		
Lack CAS	Pnt_Abng	Geospiza difficilis	Geospiza	difficilis	difficilis	Geo.dif	Geo.dif.dif	F			62			9.4		14.4	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9.5		15.5	10.8		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		72			10		15.1	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		73					14.9	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		74			9.5		15.4	10.7		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		73			9.1		15	10		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		73			9.6		15.5	10.3		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9		14.5	9.8		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			9.8		16	11.3		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9.5		15.5	10.3		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71					15.3	10.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			9		15.3	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9.3		15.1	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9.5		15.6	10.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9.8		15.5	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		68			9.2		15	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		72						10.7		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		75			9.5		15.8	10.4		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			8.5		14.5	9.8		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			9.7		15.3	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		74			9.9		15.7	10.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		76			9.4		15.3	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70					14.8	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			9.2		15.4	10.2		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		72			10		14.9	10.2		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		74			9.1		15.2	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		65					14.4	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black					10		16.2	11.4		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		73			9.3		15.9	10.9		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			9.6		15.2	9.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		73			9.1		15.1	9.9		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		74			9.3		16	10.3		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		72			8.9		15	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		71			9.3		14.8	9.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		71			9.4		15.1	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		72			9.4		15.7	10.4		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		70			9.5		15.2	10.3		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		72			8.9		15.3	10		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		71			9.4		16.3	10.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		72			9.2		15.3	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		68			8.9		15.2	10.2		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		71			9.3		16	10.4		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		70			9.3		16	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.					8.2		16.1	11.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68			9.1		15.5	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			70			9.3		14.9	9.7		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			9.8		15	9.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			70			9.1		15.5	10.2		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			9.1		14.8	10.2		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			70			9.3		14.4	9.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68			9.1		15.1	10.7		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68			9		15.5	10.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			71			9		14.3	9.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			71			9.3		14.4	9.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			9		15	10.3		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			67			9.8		14.6	9.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			8.9		14.6	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			71			9		14.8	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68					15.1	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			9.3		14.9	9.6		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68			8.8		14.7	9.8		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			70			8.8		15	9.9		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			70			8.7		15.2	10.1		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			8.8		15.3	10.5		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			72			9.1		15.3	9.9		
Lack CAS	Snti_Jams	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F						9.7		16.2	11.4		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		67			8.8		14.3	9.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		67			8.2		14	9.1		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			8.8		14.8	10.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70					13.5	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		68			8.6		14.8	10.1		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			8.7		14.2	9.5		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.4		15.2	9.9		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.4		14.6	9.7		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			8.8		14.2	9.7		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			9		14.6	9.6		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			8.4		14.4	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			9.7		15.1	10.1		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.3		14.8	9.9		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.4		14.2	9.4		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71					14.3	9.8		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.8		13.9	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		68			8.7		14.7	9.8		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		71			8.4		14.8	9.8		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.2		14.2	9.5		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		68			8.6		14.4	9.5		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		69			8.6		14.4	9.5		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		67			8.3		14.3	9.4		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		70			8.8		14.9	9.4		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		67			8.9		15	9.5		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		68			9		14.3	9.7		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		66			8.7		14.4	9.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		68			9.2		15	9.8		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		70			9		15.1	10.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	P. black		68			8.5		14.1	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		67					13.9	9.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		68					15	10.1		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		65			8.6		14.4	9.7		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Juv.		67			8.6		14.2	9.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68			8.9		13.9	9.2		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			67			8.1		14.3	10.1		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			8.7		15.5	9.9		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			67			8.2		13.8	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			67			8.6		13.5	9		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			66			8.5		14.1	9.4		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			66			8.9		14.4	9.4		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			69			8.8		14.1	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			65			8.5		13.7	9.3		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	F			68			8.8		15.1	10.7		
Lack CAS	SCru_Inde	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M			71			8.2		15.2	10.8		
Lack CAS	SCris_Chat	Geospiza debilirostris	Geospiza	difficilis	uncertain	Geo.dif	Geo.dif.unc	U			65			7.8		14.7	10.7		
Lack CAS	Frn_Nrb	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		66			8		13.5	9.1		
Lack CAS	Frn_Nrb	Geospiza debilirostris	Geospiza	difficilis	debilirostris	Geo.dif	Geo.dif.deb	M	Black		66			8.1		13.4	9.2		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			8.8		15.5	11.3		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		71			8.7		15.1	10.5		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			9		15.3	11		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			9.3		15.3	11		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		74			9.1		17.3	12.2		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		74			9.1		16	11		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73					16.6	11.4		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.7		16.1	11.3		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			9.3		16.7	11.8		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			8.7		16.5	11.7		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72					16.6	11.2		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		74			9		16.5	11.3		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			9.3		16.7	12.1		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.8		16	10.9		
